"gene_id","CONTROL.R1...raw.counts","CONTROL.R2...raw.counts","NAC8.R1...raw.counts","NAC8.R2...raw.counts"
"IS492_24305",4118,11253,6288,13563
"IS492_24310",1130,2616,1377,2807
"IS492_24315",51,131,62,127
"IS492_24485",65,183,54,146
"IS492_24490",1494,5029,1686,4653
"IS492_24495",103,198,61,136
"IS492_24500",1667,4339,2247,5482
"IS492_24505",3543,7858,3960,10833
"IS492_24510",1620,4876,2063,6313
"IS492_24515",1367,4274,1381,3991
"IS492_24520",314,982,394,1033
"IS492_24525",32,83,29,63
"IS492_24530",464,902,420,761
"IS492_24535",2365,6755,1968,5190
"IS492_24540",1553,3974,2093,3494
"IS492_24545",1536,3847,1865,4830
"IS492_24550",1203,4012,1176,3471
"IS492_24555",126,324,129,288
"IS492_24560",1595,4339,1370,3976
"IS492_24565",755,2036,945,2079
"IS492_24570",1350,4614,1490,4270
"IS492_24575",483,1054,417,1008
"IS492_24580",175,357,158,309
"IS492_24585",17,30,16,45
"IS492_24590",162,495,148,463
"IS492_24595",186,605,256,607
"IS492_24600",80,306,98,317
"IS492_24605",222,583,241,584
"IS492_24610",41,144,53,127
"IS492_24615",195,734,260,746
"IS492_24620",182,546,227,535
"IS492_24625",367,807,318,836
"IS492_24630",942,2283,811,2121
"IS492_24635",288,676,207,531
"IS492_24640",33683,78324,49365,86450
"IS492_24645",271,889,262,817
"IS492_24650",1491,4129,1140,2964
"IS492_24655",895,2637,775,2120
"IS492_24660",201,578,201,637
"IS492_24665",262,808,302,868
"IS492_24670",450,1200,568,1372
"IS492_24675",412,1177,609,1430
"IS492_24680",537,1512,530,1493
"IS492_24685",271,842,367,874
"IS492_24690",469,1166,586,1295
"IS492_24695",562,1187,731,1276
"IS492_24700",309,796,380,752
"IS492_24705",332,1106,407,849
"IS492_24710",502,2113,565,1548
"IS492_24715",9230,26781,12043,29787
"IS492_24720",1134,3089,1025,2835
"IS492_24725",229,615,203,515
"IS492_24730",684,1634,746,1707
"IS492_24735",917,2891,1059,3095
"IS492_24740",1064,3075,1051,3236
"IS492_24745",284,871,301,980
"IS492_24750",155,362,123,362
"IS492_24755",319,974,311,868
"IS492_24760",404,1489,465,1389
"IS492_24765",397,1125,414,1202
"IS492_24770",508,1265,699,1627
"IS492_24775",114,286,87,278
"IS492_24780",78,247,71,257
"IS492_24785",9,9,5,5
"IS492_24790",247,639,351,728
"IS492_24795",535,1191,656,1219
"IS492_24800",179,376,197,317
"IS492_24805",251,473,230,462
"IS492_24810",132,332,136,329
"IS492_24815",354,690,343,759
"IS492_24820",384,900,457,933
"IS492_24825",524,1383,622,1374
"IS492_24830",1069,2964,1250,2915
"IS492_24835",393,1334,338,1032
"IS492_24840",1302,4606,1424,4280
"IS492_24845",2073,5312,2260,5526
"IS492_24850",4454,13183,5915,15406
"IS492_24855",5116,15653,6129,14608
"IS492_24860",353,1068,401,1127
"IS492_24865",1947,4485,3182,4996
"IS492_24870",3690,8438,5985,8464
"IS492_24875",3013,7877,4474,7790
"IS492_24880",607,1581,555,1333
"IS492_24885",440,1292,422,1289
"IS492_24890",15470,46295,15452,45046
"IS492_24895",429,1260,614,1185
"IS492_24900",2310,6730,2904,6465
"IS492_24905",1238,3592,1266,3553
"IS492_24910",601,1968,539,1761
"IS492_24915",1162,3673,1301,4011
"IS492_24920",2497,7021,2800,7289
"IS492_24925",482,1206,501,1143
"IS492_24930",538,835,633,1051
"IS492_24935",483,1005,614,1313
"IS492_24940",251,425,333,467
"IS492_24945",9052,17276,7157,14475
"IS492_24950",514,1537,534,1768
"IS492_24955",479,1485,536,1829
"IS492_24960",531,1398,683,1475
"IS492_24965",397,822,478,659
"IS492_24970",472,1150,498,863
"IS492_24975",171,235,273,307
"IS492_24980",92,127,130,163
"IS492_24985",3,8,2,6
"IS492_24990",7,55,6,33
"IS492_24995",5,11,2,13
"IS492_25000",11,35,5,29
"IS492_25005",2116,5704,2984,4811
"IS492_25010",138,349,99,318
"IS492_25015",50,154,46,120
"IS492_25020",461,1166,563,1193
"IS492_25025",2918,7621,3586,7988
"IS492_25030",2966,9041,2971,6136
"IS492_25035",35,36,35,48
"IS492_25040",60,162,50,162
"IS492_25045",4918,14625,4372,12498
"IS492_25050",1513,3287,1436,2914
"IS492_25055",1091,3406,1266,3346
"IS492_25060",1426,3911,1373,4038
"IS492_25065",1604,3248,1639,3182
"IS492_25070",3742,8615,4415,9055
"IS492_25075",1291,3395,1333,3404
"IS492_25080",372,780,314,613
"IS492_25085",4988,11829,5245,11829
"IS492_25090",6752,19933,7429,19846
"IS492_25095",1279,3669,787,2216
"IS492_25100",1288,1608,1398,1660
"IS492_25105",783,1932,910,1771
"IS492_25110",20441,64089,32015,59429
"IS492_25115",2939,7162,4199,7947
"IS492_25120",7621,20644,9544,22478
"IS492_25125",3323,8332,4198,9570
"IS492_25130",5235,14035,7296,17183
"IS492_25135",5283,12866,7077,14293
"IS492_25140",13096,35331,17610,34694
"IS492_25145",749,1963,811,1672
"IS492_25150",1237,3576,1378,3262
"IS492_25155",1532,5148,1670,5181
"IS492_25160",1586,5275,1962,5577
"IS492_25165",1174,3441,1315,3279
"IS492_25170",68,193,85,216
"IS492_25175",128,290,133,307
"IS492_25180",70,198,68,165
"IS492_25185",2316,6545,2263,5289
"IS492_25190",472,1159,597,1138
"IS492_25195",840,2448,1177,2291
"IS492_25200",305,623,323,659
"IS492_25205",4151,10545,6482,14212
"IS492_25210",3607,7530,6372,10359
"IS492_25215",4218,9318,6442,11318
"IS492_25220",366,1034,411,982
"IS492_25225",854,1846,844,1880
"IS492_25230",5532,9825,6026,10049
"IS492_25235",7688,13543,9133,14914
"IS492_25240",2491,5426,2686,5505
"IS492_25245",3064,6736,3359,7283
"IS492_25250",8622,23549,10564,25574
"IS492_25260",986,2424,1333,2830
"IS492_25265",2478,5912,3504,7454
"IS492_25270",3231,9661,5101,13051
"IS492_25275",7161,19315,10305,24095
"IS492_25280",3876,9974,5359,13466
"IS492_25285",555,1370,837,2067
"IS492_25290",501,996,604,1320
"IS492_25295",787,1749,621,1385
"IS492_25300",1046,2304,1120,2445
"IS492_25305",986,2493,1133,2740
"IS492_25310",783,2223,685,1819
"IS492_25315",1207,3216,980,2981
"IS492_25320",1172,2737,1295,2821
"IS492_25325",1188,3104,1504,3851
"IS492_25330",1802,4575,1812,4613
"IS492_25335",373,851,417,848
"IS492_25340",559,1403,451,1182
"IS492_25345",754,2021,884,2320
"IS492_25350",779,1948,934,2144
"IS492_25355",46,82,60,95
"IS492_25360",217,820,236,563
"IS492_25365",728,1840,871,2058
"IS492_25370",502,1560,566,1779
"IS492_25375",514,1442,631,1745
"IS492_25380",931,2135,1087,2450
"IS492_25385",787,1819,938,1789
"IS492_25390",133,572,92,446
"IS492_25395",337,1190,354,913
"IS492_25400",625,2006,547,1758
"IS492_25405",48,124,58,112
"IS492_25410",357,902,338,775
"IS492_25415",93,253,95,224
"IS492_25420",218,527,245,431
"IS492_25425",67,122,81,128
"IS492_25430",312,821,324,702
"IS492_25435",1455,3662,1474,3679
"IS492_25440",914,2510,986,2750
"IS492_25445",1150,2537,1280,2634
"IS492_25450",1790,4511,2179,4831
"IS492_25455",110,209,128,204
"IS492_25460",390,940,385,827
"IS492_25465",55,105,49,126
"IS492_25470",211,439,166,495
"IS492_25475",664,1406,524,1320
"IS492_25480",1487,4164,1303,3936
"IS492_25485",235,607,248,631
"IS492_25490",197,300,158,250
"IS492_25495",9,44,16,29
"IS492_25500",1118,3188,973,2280
"IS492_25505",831,2362,1192,2487
"IS492_25510",690,1371,938,1762
"IS492_25515",718,2114,890,2142
"IS492_25520",248,840,205,611
"IS492_25525",1682,4574,1298,3520
"IS492_25530",3826,12402,3842,9681
"IS492_25535",1766,4284,1952,3642
"IS492_25540",471,964,721,815
"IS492_25545",2794,8123,2545,7301
"IS492_25550",592,1913,673,2205
"IS492_25555",158,499,187,626
"IS492_25560",223,513,171,442
"IS492_25565",61,226,58,198
"IS492_25570",63,152,50,132
"IS492_25575",35,98,36,105
"IS492_25580",94,334,117,337
"IS492_25585",911,1964,869,1855
"IS492_25590",1897,3947,1832,3912
"IS492_25595",10267,27728,10183,24820
"IS492_25600",320,940,277,839
"IS492_25605",609,1458,572,1450
"IS492_25610",976,2482,918,2648
"IS492_25615",372,979,345,929
"IS492_25620",935,2681,960,3019
"IS492_25625",1040,2158,945,2344
"IS492_25630",2438,6252,2007,4596
"IS492_25635",89,177,57,215
"IS492_25640",3,8,4,11
"IS492_25645",2855,7696,3425,7341
"IS492_25650",501,1109,661,1011
"IS492_25655",75,186,46,137
"IS492_25660",1103,4998,646,3125
"IS492_25665",1247,3355,1417,3022
"IS492_25670",653,1823,1262,1234
"IS492_25675",421,1074,443,924
"IS492_25680",1145,3769,1021,3293
"IS492_25685",2262,5950,2228,6144
"IS492_25690",3638,8208,3715,8589
"IS492_25695",171,370,201,445
"IS492_25700",190,389,227,473
"IS492_25705",286,670,306,844
"IS492_25710",103,263,66,202
"IS492_25715",390,854,212,644
"IS492_25720",441,1236,410,1210
"IS492_25725",34,81,34,86
"IS492_25730",113,257,87,213
"IS492_25735",36,124,47,92
"IS492_25740",51,177,68,111
"IS492_25745",111,287,114,237
"IS492_25750",81,117,79,154
"IS492_25755",357,828,405,865
"IS492_25760",857,1751,1239,1824
"IS492_25765",1249,3397,1618,3058
"IS492_25770",134,305,309,721
"IS492_25775",146,484,227,627
"IS492_25780",195,540,182,454
"IS492_25785",1252,2990,923,2509
"IS492_25790",24,32,28,32
"IS492_25795",1,9,3,7
"IS492_25805",1,11,0,7
"IS492_25815",34,86,31,90
"IS492_25820",101,236,101,249
"IS492_25825",224,626,213,570
"IS492_25830",72,145,63,110
"IS492_25835",2411,6385,2876,6261
"IS492_25840",11,22,23,22
"IS492_25845",2646,8911,3038,7904
"IS492_25850",578,1571,677,1374
"IS492_25855",603,1870,634,1659
"IS492_25860",521,1499,746,1788
"IS492_25865",395,964,470,1247
"IS492_25870",275,948,322,1129
"IS492_25875",30,103,48,135
"IS492_25880",657,1711,651,1820
"IS492_25885",98,238,109,248
"IS492_25890",818,1885,763,2316
"IS492_25895",261,529,169,507
"IS492_25905",40325,106017,38646,122860
"IS492_25910",2072,5171,2550,5738
"IS492_25915",171,429,189,360
"IS492_25920",243,555,281,517
"IS492_25925",355,703,636,671
"IS492_25930",229,458,438,457
"IS492_25935",85,122,173,152
"IS492_25940",179,354,270,370
"IS492_25945",133,358,184,358
"IS492_25950",52,160,61,221
"IS492_25955",136,259,140,300
"IS492_25960",27,34,26,41
"IS492_25965",210,553,255,618
"IS492_25970",128,317,143,278
"IS492_25975",151,432,218,569
"IS492_25980",281,763,309,880
"IS492_25985",126,256,94,290
"IS492_25990",583,1740,466,1659
"IS492_25995",187,514,229,539
"IS492_26000",12,46,18,31
"IS492_26005",25,78,31,58
"IS492_26010",23,57,32,70
"IS492_26015",48,136,84,141
"IS492_26020",12,29,18,28
"IS492_26025",30,89,35,77
"IS492_26030",6,5,3,8
"IS492_26035",51,164,29,126
"IS492_26040",6583,17729,5277,18237
"IS492_26045",19128,52375,16388,54915
"IS492_26050",98,204,101,225
"IS492_26055",319,974,368,808
"IS492_26060",423,1381,381,1115
"IS492_26065",902,2372,752,2382
"IS492_26070",388,1003,340,1009
"IS492_26075",566,1500,637,1524
"IS492_26080",2337,6511,2663,6050
"IS492_26085",111,346,69,310
"IS492_26090",1090,2388,847,2115
"IS492_26095",329,913,283,855
"IS492_26100",1359,3665,1255,3137
"IS492_26105",1346,3359,1089,3020
"IS492_26110",210,613,91,398
"IS492_26115",1438,4068,1329,4392
"IS492_26120",2000,4704,1794,4319
"IS492_26125",1276,3677,1044,3124
"IS492_26130",1047,2333,984,2212
"IS492_26135",912,2453,993,2479
"IS492_26140",3486,9141,3882,9879
"IS492_26145",1231,3263,1698,3334
"IS492_26150",264,539,444,701
"IS492_26155",115,208,187,238
"IS492_26160",88,251,98,216
"IS492_26165",30,96,35,119
"IS492_26170",151,297,118,300
"IS492_26175",294,896,266,916
"IS492_26180",530,1904,528,1895
"IS492_26185",973,3064,919,3364
"IS492_26190",2162,5029,1961,5486
"IS492_26195",206,554,172,425
"IS492_26205",149,204,75,143
"IS492_26210",443,826,351,747
"IS492_26215",148,399,146,360
"IS492_26220",6,4,5,7
"IS492_26225",199,551,188,623
"IS492_26230",64,149,68,180
"IS492_26235",33,77,53,100
"IS492_26240",89,192,99,217
"IS492_26245",119,469,192,509
"IS492_26250",185,514,256,456
"IS492_26255",104,236,126,242
"IS492_26260",28,97,71,97
"IS492_26265",51,118,55,107
"IS492_26270",59,139,61,117
"IS492_26275",75,162,70,169
"IS492_26280",28,56,35,63
"IS492_26285",27,27,20,32
"IS492_26290",12,33,23,41
"IS492_26295",21,38,17,41
"IS492_26300",28,68,28,60
"IS492_26305",32,78,46,96
"IS492_26310",2453,6334,2174,5969
"IS492_26315",387,785,435,860
"IS492_26320",139,370,94,301
"IS492_26325",115,401,158,341
"IS492_26330",34,93,34,54
"IS492_26335",36,73,26,86
"IS492_26340",360,393,72,134
"IS492_26345",256,681,110,279
"IS492_26350",79,209,36,141
"IS492_26355",39,83,23,67
"IS492_26360",24,60,37,42
"IS492_26365",48,107,84,113
"IS492_26370",685,2054,777,1555
"IS492_26375",516,1070,610,1273
"IS492_26380",266,532,298,597
"IS492_26385",117,335,162,382
"IS492_26390",153,416,165,407
"IS492_26395",175,508,162,391
"IS492_26400",30,85,32,78
"IS492_26405",166,297,262,349
"IS492_26410",701,1473,1013,1729
"IS492_26415",39,65,40,70
"IS492_26420",41,54,48,54
"IS492_26425",129,226,165,233
"IS492_26430",116,227,164,206
"IS492_26435",92,104,141,103
"IS492_26440",16,34,30,26
"IS492_26445",3,8,4,16
"IS492_26450",4,21,16,25
"IS492_26455",30,68,28,61
"IS492_26460",126,214,110,177
"IS492_26465",39,83,28,83
"IS492_26470",128,294,105,271
"IS492_26475",298,649,190,631
"IS492_26480",420,1138,363,1092
"IS492_26485",1157,3813,1288,4131
"IS492_26490",290,728,301,713
"IS492_26495",233,760,153,531
"IS492_26500",47,116,52,76
"IS492_26505",59,184,77,156
"IS492_26510",154,351,106,323
"IS492_26515",210,486,243,450
"IS492_26520",220,447,246,475
"IS492_26525",320,724,385,747
"IS492_26530",567,1112,303,808
"IS492_26535",27,87,21,83
"IS492_26540",335,1173,310,1413
"IS492_26545",893,3404,1109,5039
"IS492_26550",816,3005,1231,4134
"IS492_26555",372,1293,506,1869
"IS492_26560",184,602,159,572
"IS492_26565",395,892,382,883
"IS492_26570",370,1151,462,1178
"IS492_26575",115,293,78,165
"IS492_26580",260,770,228,648
"IS492_26585",613,1495,607,1620
"IS492_26590",275,832,222,664
"IS492_28445",880,2413,945,1791
"IS492_28450",15390,45313,16654,52142
"IS492_28455",2974,6923,4003,8105
"IS492_28460",2941,9506,3303,7240
"IS492_28465",1107,2791,989,2515
"IS492_28470",1024,2712,1431,2346
"IS492_28475",396,1521,343,998
"IS492_28480",0,5,0,5
"IS492_28485",127,348,87,268
"IS492_28490",398,915,306,739
"IS492_28500",18,57,32,47
"IS492_28505",224,588,180,433
"IS492_28510",216,606,195,626
"IS492_28515",1244,4066,1595,3861
"IS492_28520",1237,3495,978,2467
"IS492_28525",277,646,291,644
"IS492_28530",725,1531,597,1360
"IS492_28535",5110,16280,6828,16948
"IS492_28540",794,2386,1186,2791
"IS492_28545",455,939,526,993
"IS492_28550",6089,17374,9891,16794
"IS492_28555",392,949,553,1181
"IS492_28560",1461,3871,1302,3113
"IS492_28565",437,1272,426,868
"IS492_28570",480,1350,633,1553
"IS492_28575",5018,12186,3582,9559
"IS492_28580",819,2199,594,1681
"IS492_28585",416,874,470,853
"IS492_28590",51,99,44,81
"IS492_28595",73,168,55,174
"IS492_28600",202,434,162,357
"IS492_28605",558,1322,499,1279
"IS492_28610",619,1182,483,994
"IS492_28615",103,310,110,325
"IS492_28620",438,1412,566,1301
"IS492_28625",526,1666,685,1648
"IS492_28630",733,1928,913,2069
"IS492_28635",1052,2367,1054,2538
"IS492_28640",1760,4637,1717,4516
"IS492_28645",390,1128,325,865
"IS492_28650",273,616,262,554
"IS492_28655",723,1628,606,1516
"IS492_28660",1091,2842,1030,2738
"IS492_28665",1299,3929,1102,3404
"IS492_28670",888,2410,729,1835
"IS492_28675",1185,3682,893,2821
"IS492_28680",1236,3398,1338,3479
"IS492_28685",1419,4988,1363,3767
"IS492_28690",617,1791,551,1485
"IS492_28695",483,1504,466,1358
"IS492_28700",497,1260,469,1304
"IS492_28705",1036,2665,950,2556
"IS492_28710",7,12,10,16
"IS492_29995",3,17,4,17
"IS492_30000",20,50,33,48
"IS492_30005",12,34,9,29
"IS492_30010",28,60,20,46
"IS492_30015",211,447,214,386
"IS492_30020",175,292,198,245
"IS492_30025",869,1869,849,1770
"IS492_30030",1343,3471,1081,2722
"IS492_30035",49,140,49,97
"IS492_30040",215,580,234,599
"IS492_30045",149,385,167,344
"IS492_30050",240,465,283,470
"IS492_30055",650,1777,710,1808
"IS492_30060",188,658,203,472
"IS492_30065",383,974,416,908
"IS492_30070",4006,12045,4089,11759
"IS492_30075",544,1687,594,1794
"IS492_30080",1348,3729,1114,3476
"IS492_30085",109,332,114,263
"IS492_30090",138939,350569,184449,410082
"IS492_30850",89888,251942,130911,301083
"IS492_30855",33058,102110,42349,121388
"IS492_30860",36697,133400,48769,160657
"IS492_30865",33139,70259,52518,87137
"IS492_30870",17163,54286,28363,69596
"IS492_30875",3459,6985,3810,6103
"IS492_30880",1541,4562,1982,3786
"IS492_30885",114,268,213,271
"IS492_30890",45554,104187,68960,115817
"IS492_30895",55,334,42,231
"IS492_30900",59,479,48,301
"IS492_30905",92,232,146,167
"IS492_30910",666,1131,644,1049
"IS492_30915",397,969,382,733
"IS492_30920",472,1192,438,906
"IS492_30925",4,2,1,0
"IS492_30930",2139,1468,2246,771
"IS492_30935",14,42,5,35
"IS492_30940",1,4,2,1
"IS492_30945",279,371,102,306
"IS492_30950",659,1802,599,1265
"IS492_30955",746,1559,710,1499
"IS492_30960",498,1056,656,1334
"IS492_30965",851,1922,1350,2523
"IS492_30970",184,522,207,546
"IS492_30975",56,157,81,153
"IS492_30980",2001,4484,2943,5303
"IS492_30985",793,2440,1140,2732
"IS492_30990",1112,3546,1311,3827
"IS492_30995",116,297,99,245
"IS492_31000",1457,4573,1563,4484
"IS492_31005",184,519,192,517
"IS492_31010",161,449,210,505
"IS492_31015",30,118,40,93
"IS492_31020",9,33,18,27
"IS492_31025",11,23,20,32
"IS492_31030",34,90,34,73
"IS492_31035",20,53,22,41
"IS492_31040",32,71,25,85
"IS492_31045",189,551,269,580
"IS492_31050",145,410,180,432
"IS492_31055",39,100,51,104
"IS492_31060",33,68,42,67
"IS492_31065",64,128,68,191
"IS492_31070",276,817,312,774
"IS492_31075",45,118,46,124
"IS492_31080",121,362,106,373
"IS492_31085",32,108,55,142
"IS492_31090",240,544,288,518
"IS492_31095",149,347,131,297
"IS492_31100",83,227,107,194
"IS492_31105",65,145,83,163
"IS492_31110",81,236,84,211
"IS492_31115",38,33,13,29
"IS492_31120",34,84,29,50
"IS492_31125",22,69,39,67
"IS492_31130",101,241,110,250
"IS492_31135",455,1003,419,1022
"IS492_31140",807,1978,766,2044
"IS492_31145",1005,2738,942,2752
"IS492_31150",120,314,125,267
"IS492_31155",84,241,77,213
"IS492_31160",497,1275,516,1341
"IS492_31165",2078,4998,2895,5910
"IS492_31170",393,1044,328,879
"IS492_31175",1048,2801,1443,3260
"IS492_31180",115,260,138,279
"IS492_31185",27,48,34,75
"IS492_31190",403,898,528,1016
"IS492_31195",107,193,113,229
"IS492_31200",108,225,134,289
"IS492_31205",346,816,427,869
"IS492_31210",2719,6555,2813,6926
"IS492_31215",1908,4371,2308,5420
"IS492_31220",807,1848,981,1896
"IS492_31225",1295,4135,2161,3446
"IS492_31230",528,1661,619,1251
"IS492_31235",18434,70327,14334,68687
"IS492_31240",3316,12721,2651,12398
"IS492_31245",7867,24969,8587,20373
"IS492_31250",299,920,415,875
"IS492_31255",158,408,142,364
"IS492_31260",108,342,153,396
"IS492_31265",335,979,404,1146
"IS492_31270",330,895,314,818
"IS492_31275",22172,66786,26202,70695
"IS492_31280",9519,28557,9825,26087
"IS492_31285",604,1468,538,1376
"IS492_31290",436,1107,473,1117
"IS492_31300",1436,3441,1656,3948
"IS492_31305",1005,3699,699,2158
"IS492_31310",410,1150,431,1157
"IS492_31315",911,3525,1242,3527
"IS492_31320",263,637,325,629
"IS492_31325",3875,10999,4958,11770
"IS492_31330",402,980,569,1245
"IS492_31335",2111,6782,1721,3910
"IS492_31340",998,2164,839,1785
"IS492_31345",1988,4405,1948,5775
"IS492_31350",475,1027,546,1196
"IS492_31355",663,1622,723,1810
"IS492_31360",896,2447,1155,2670
"IS492_31365",529,1311,488,1252
"IS492_31370",1769,4526,1864,4385
"IS492_31375",1879,5820,1758,5420
"IS492_31380",1352,3994,1175,3560
"IS492_31385",1019,3422,930,2954
"IS492_31390",898,2617,1316,3097
"IS492_31395",321,870,379,1004
"IS492_31400",250,576,299,629
"IS492_31405",348,848,524,1032
"IS492_31410",52,124,55,120
"IS492_31415",1092,2942,1343,3402
"IS492_31420",143,382,208,355
"IS492_31425",400,1333,415,1207
"IS492_31430",2185,5602,2512,5814
"IS492_31435",309,819,336,1071
"IS492_31440",234,604,170,439
"IS492_31445",132,321,91,308
"IS492_31450",230,598,250,450
"IS492_31455",202,429,258,451
"IS492_31460",335,887,406,1096
"IS492_31465",612,2042,732,1848
"IS492_31470",136,570,156,404
"IS492_31475",3580,11614,3695,12232
"IS492_31480",8510,25235,6551,26375
"IS492_31485",16343,42471,13221,45415
"IS492_31490",401,1034,408,1078
"IS492_31495",258,700,296,692
"IS492_31500",445,1149,468,1004
"IS492_31505",798,3578,860,2175
"IS492_31510",139,258,297,1375
"IS492_31515",17,40,28,161
"IS492_31520",2162,6809,2312,6524
"IS492_31525",2338,5947,3104,6623
"IS492_31530",775,1843,913,2024
"IS492_31535",282,787,365,651
"IS492_31540",3999,10081,5042,11483
"IS492_31545",4738,13246,5040,13984
"IS492_31550",4638,10532,4493,10388
"IS492_31555",2092,6810,1755,5569
"IS492_31560",316,666,218,435
"IS492_31565",2508,5513,2372,5103
"IS492_31570",3996,11446,5273,12441
"IS492_31575",2664,6351,2658,7078
"IS492_31580",11320,30182,10117,31936
"IS492_31585",792,3177,1083,3569
"IS492_31590",2130,9628,2953,10547
"IS492_31595",410,1176,1143,3575
"IS492_31600",880,2633,2782,8472
"IS492_31605",1261,3008,2921,8157
"IS492_31610",458,1144,845,2300
"IS492_31615",243,856,365,961
"IS492_31620",497,1933,597,1454
"IS492_31625",576,1527,870,1399
"IS492_31630",3381,7630,4885,9078
"IS492_31635",62,128,97,179
"IS492_31640",71,172,88,195
"IS492_31645",156,361,184,373
"IS492_31650",75,186,80,216
"IS492_31655",255,620,255,585
"IS492_31660",727,2003,728,1740
"IS492_31665",164,531,155,408
"IS492_31670",141,476,194,359
"IS492_31675",335,1134,323,1011
"IS492_31680",327,769,287,727
"IS492_31685",634,1677,497,1269
"IS492_31690",397,896,417,774
"IS492_31695",285,661,312,617
"IS492_31700",1064,2758,1043,2287
"IS492_31705",309,803,273,667
"IS492_31715",1433,3351,1528,3538
"IS492_31720",791,2041,1183,2730
"IS492_31725",751,2166,1037,2724
"IS492_31730",253,624,286,616
"IS492_31735",1885,4492,1834,4795
"IS492_31740",548,1488,564,1337
"IS492_31745",323,629,290,506
"IS492_31750",2278,7128,1855,5599
"IS492_31755",1303,3751,1125,3414
"IS492_31760",184,334,183,421
"IS492_31765",2409,3498,2847,3505
"IS492_31770",244,623,293,806
"IS492_31775",104,219,216,397
"IS492_31780",68,112,528,1188
"IS492_31785",110,258,1121,3348
"IS492_31790",8,32,194,663
"IS492_31795",69,235,146,551
"IS492_31800",185,473,531,1594
"IS492_31805",25,85,334,866
"IS492_31810",19,52,229,583
"IS492_31815",161,307,491,1429
"IS492_31820",267,468,348,584
"IS492_31825",122,196,112,210
"IS492_31830",438,1158,506,1105
"IS492_31835",937,2820,1030,2844
"IS492_31840",8391,18572,9177,22369
"IS492_31845",418,1012,377,917
"IS492_31850",1174,3902,1035,3725
"IS492_31855",2748,8864,2746,8031
"IS492_31860",482,1476,454,1301
"IS492_31865",198,455,145,346
"IS492_31870",361,1118,376,1081
"IS492_31875",284,729,319,688
"IS492_31880",1933,3951,1525,3990
"IS492_31885",2590,3579,2636,3963
"IS492_31890",5,14,10,17
"IS492_31895",4338,9752,4344,10282
"IS492_31900",1553,4495,1440,4470
"IS492_31905",112,331,113,357
"IS492_31910",30,60,14,30
"IS492_31915",235,661,163,518
"IS492_31920",241,519,146,437
"IS492_31925",1988,5294,2799,5568
"IS492_31930",172,496,170,449
"IS492_31935",356,904,478,1187
"IS492_31940",2870,8414,3522,9345
"IS492_31945",6483,23441,8946,28919
"IS492_31950",49728,133438,75914,168985
"IS492_31955",14752,47645,22584,55298
"IS492_31960",40847,118192,62701,136393
"IS492_31965",12190,31564,18637,37871
"IS492_31970",16757,36075,25324,44432
"IS492_31975",5396,9630,8465,10501
"IS492_31980",5238,14913,5679,11184
"IS492_31985",229,524,157,381
"IS492_31990",3388,9104,4042,10277
"IS492_31995",1686,5865,1969,5875
"IS492_32000",906,2137,1335,2274
"IS492_32005",1588,5566,2464,4906
"IS492_32010",18,29,28,34
"IS492_32015",633,1836,855,1929
"IS492_32020",2582,8868,3871,8730
"IS492_32025",3440,9031,4927,9712
"IS492_32030",154,346,194,291
