"gene_id","Input.1","Input.2","Input.3","X5.Hr.1","X5.Hr.2","X5.Hr.3","X24.Hr.1","X24.Hr.2","X24.Hr.3"
"dnaA",5640,5096,4812,111,182,98,10,14,21
"dnaN",6111,9577,13130,148,238,84,19,19,20
"SPY49_RS00015",455,1031,969,3,2,2,0,0,1
"ychF",7313,13641,16755,83,142,69,11,14,18
"SPY49_RS00025",619,657,599,11,14,4,0,0,4
"mfd",2961,4117,3855,78,116,25,10,12,10
"SPY49_RS00035",805,1335,949,13,21,5,1,3,0
"SPY49_RS00040",1166,1669,1215,8,21,6,1,1,1
"SPY49_RS00045",3596,6654,6238,54,84,34,5,6,9
"tilS",2508,6029,3945,41,49,16,1,1,3
"hpt",9205,13755,9695,81,150,47,7,2,14
"ftsH",40068,40121,34511,558,990,418,69,70,92
"SPY49_RS00065",5342,10725,11162,63,123,44,6,2,12
"SPY49_RS00070",77789,22234,8436,1147,2997,1586,105,245,371
"SPY49_RS00075",0,0,0,1,0,1,0,0,0
"SPY49_RS00080",0,22,35,0,4266,21,0,0,45
"rrf_1",1180,750,636,0,0,0,1,1,0
"SPY49_RS00090",174,114,99,0,3,0,0,0,0
"SPY49_RS00095",200,273,353,0,1,1,1,0,0
"SPY49_RS00100",160,225,220,0,1,2,0,0,0
"SPY49_RS00105",409,256,268,2,6,2,0,0,1
"SPY49_RS00110",77,104,142,1,3,3,0,0,0
"SPY49_RS00115",0,198,179,1,0,0,0,0,0
"SPY49_RS00120",469,1184,906,6,16,3,0,0,2
"SPY49_RS00125",95,181,120,1,4,1,0,0,0
"SPY49_RS00130",797,666,488,2,21,6,1,0,3
"SPY49_RS00135",131156,23873,10339,1077,9,1660,476,31,157
"SPY49_RS00140",64,40,26,0,0,0,0,0,0
"SPY49_RS00145",67,22,0,50,234,21,43,0,9
"rrf_2",1163,795,657,17,8,4,0,1,0
"SPY49_RS00155",190,103,98,1,4,1,0,0,0
"SPY49_RS00160",231,317,336,0,0,1,0,0,0
"SPY49_RS00165",129,185,208,0,0,3,0,0,0
"SPY49_RS00170",415,276,232,4,10,7,0,0,0
"SPY49_RS00175",69,107,160,0,4,1,0,0,1
"SPY49_RS00180",185,185,207,1,0,2,0,0,0
"SPY49_RS00185",684,1080,1161,3,0,2,0,2,3
"SPY49_RS00190",98,133,110,1,0,0,0,0,0
"SPY49_RS00195",884,830,645,2,0,0,1,1,0
"SPY49_RS00200",576,611,500,1,2,1,0,0,2
"SPY49_RS00205",168,207,196,1,0,4,0,0,0
"SPY49_RS00210",396,631,601,2,6,3,2,0,1
"SPY49_RS00215",122,356,258,0,1,3,0,0,0
"SPY49_RS00220",47,68,81,0,0,4,0,0,0
"SPY49_RS00225",94,110,111,0,1,1,1,0,0
"SPY49_RS00230",22,37,30,0,3,0,0,0,1
"SPY49_RS00235",125,243,187,1,1,2,0,0,0
"SPY49_RS00240",61005,47233,28712,1410,3193,1137,211,176,151
"SPY49_RS00245",11978,26350,20011,114,180,56,16,15,27
"recO",1376,2990,2682,20,19,8,2,0,1
"plsX",6495,9243,12722,60,92,69,9,9,17
"SPY49_RS00260",571,1067,1069,4,5,2,1,0,2
"SPY49_RS00265",2627,640,481,18,34,8,10,7,6
"SPY49_RS00270",8934,3582,2969,78,347,83,53,18,33
"SPY49_RS00275",5049,1902,1695,62,209,56,32,14,23
"SPY49_RS00280",3427,1288,1127,20,117,24,17,1,19
"purN",1679,476,524,21,42,13,6,10,3
"purH",6491,2925,2354,49,260,54,41,20,20
"SPY49_RS00295",41,27,16,6,14,0,1,0,0
"purD",2068,197,206,9,90,23,14,3,3
"purE",540,82,90,3,21,11,5,2,0
"purK",1493,282,266,14,95,24,14,12,8
"SPY49_RS00315",3260,2161,1127,45,96,33,22,5,13
"purB",4571,4613,3948,59,156,43,17,17,13
"rgg4",350,368,208,2,11,1,0,0,0
"SPY49_RS09655",10,3,1,0,0,0,0,0,0
"ruvB",11075,6359,4328,216,280,117,15,19,31
"SPY49_RS00335",3585,4355,4761,63,88,23,3,3,12
"SPY49_RS00340",4442,3315,4016,61,130,40,3,12,12
"SPY49_RS00345",11212,14946,16663,231,385,149,23,21,34
"adhE",40193,13682,11392,48,108,16,13,5,18
"adhP",15555,2063,1169,102,134,28,10,13,19
"SPY49_RS00360",1705,967,691,31,75,27,2,0,1
"rpsJ",12049,6896,5828,115,251,111,23,12,30
"rplC",32431,9277,7818,368,757,317,76,72,105
"rplD",22130,4392,3866,254,529,219,35,49,55
"SPY49_RS00380",10479,2821,2334,100,239,116,26,21,32
"rplB",42384,6990,6711,401,1070,404,85,61,97
"rpsS",19345,3048,2817,151,435,183,40,32,48
"rplV",21670,3563,3643,184,431,179,40,18,55
"rpsC",43787,6697,7364,381,967,375,104,57,117
"rplP",28141,4191,4523,233,622,242,61,58,88
"SPY49_RS00410",10876,1653,1373,75,229,75,12,20,31
"rpsQ",28923,4035,3724,227,564,230,59,43,56
"rplN",25952,2158,2306,193,506,194,49,38,39
"rplX",23227,2176,2215,161,439,173,36,24,37
"rplE",50116,5602,5258,330,872,362,69,68,123
"SPY49_RS00435",6774,791,727,48,127,65,7,10,19
"rpsH",27496,3516,3637,198,567,198,40,34,63
"rplF",43980,4951,4724,274,938,386,76,63,62
"rplR",23141,2285,2002,155,425,172,39,35,60
"rpsE",26533,3643,3305,175,538,204,53,41,68
"rpmD",9913,2253,1891,82,164,98,18,17,24
"rplO",29632,5676,5141,233,643,254,45,22,67
"secY",87535,32889,33574,716,1969,763,154,132,237
"SPY49_RS00475",4988,5669,6439,58,109,36,7,4,14
"infA",12435,13311,10461,149,332,139,25,20,35
"rpmJ",10966,11639,7182,108,220,51,9,13,13
"rpsM",24598,20594,14362,271,644,246,56,53,48
"rpsK",25089,17357,10975,282,624,258,50,27,41
"SPY49_RS00495",61898,45621,25880,714,1693,635,148,146,127
"rplQ",18053,17610,12477,239,461,151,26,19,51
"SPY49_RS00505",1987,1600,8977,750,0,1497,175,0,0
"SPY49_RS00510",46,40,18,0,0,0,0,0,0
"SPY49_RS00515",26000,9521,7426,2009,309,2921,479,125,29
"rrf_3",281,348,361,0,0,0,0,0,0
"SPY49_RS00525",62,55,67,0,0,0,0,1,0
"SPY49_RS00530",82,83,153,2,1,0,1,0,0
"SPY49_RS00535",103,104,110,0,0,2,0,0,0
"SPY49_RS00540",170,200,259,0,3,1,0,0,0
"SPY49_RS00545",137,187,234,1,0,3,0,0,1
"SPY49_RS00550",105,222,168,0,0,2,0,0,1
"SPY49_RS00555",58,63,81,0,2,0,0,0,0
"SPY49_RS00560",391,665,867,3,5,0,1,0,1
"SPY49_RS00565",144,319,313,1,2,2,0,0,0
"SPY49_RS00570",102,395,301,3,0,2,0,0,2
"SPY49_RS00575",17,37,47,0,0,1,0,0,0
"SPY49_RS00580",11,13,18,1,0,0,0,0,0
"SPY49_RS00585",302,160,65,5,16,3,0,2,0
"SPY49_RS00590",1358,1930,1754,34,102,30,5,3,5
"SPY49_RS00595",1216,1045,541,37,82,12,2,4,8
"SPY49_RS00600",2783,2214,1543,101,284,82,11,20,23
"SPY49_RS00605",2943,2486,1844,106,296,101,18,22,21
"SPY49_RS00610",2262,3214,3221,100,258,91,12,10,19
"SPY49_RS00615",154,147,160,5,4,1,0,0,0
"SPY49_RS00620",6333,6106,5603,50,142,35,14,4,16
"pbp1b",16799,10645,9080,248,626,216,50,23,37
"rpoB",42153,8531,7136,585,1519,464,95,88,97
"rpoC",68966,9408,6507,760,2135,672,170,106,128
"SPY49_RS00640",2649,12559,10090,37,55,22,5,8,11
"tadA",41,43,36,1,10,2,0,0,0
"SPY49_RS00650",20,56,76,3,12,1,1,0,0
"SPY49_RS00655",8,10,16,3,5,0,0,0,0
"SPY49_RS00660",4,22,27,1,3,2,0,0,0
"SPY49_RS00665",1,3,7,1,1,0,0,0,0
"SPY49_RS00670",4,4,24,1,3,1,0,0,0
"SPY49_RS00675",7,8,4,2,1,0,0,2,0
"SPY49_RS00680",8686,6107,6329,88,179,67,9,15,16
"SPY49_RS00685",12326,27969,22386,184,398,111,35,20,54
"SPY49_RS00690",67,171,130,3,5,1,1,0,0
"SPY49_RS00695",3327,1005,918,12,73,20,11,2,11
"pepA",3968,1050,683,20,67,36,8,2,5
"SPY49_RS00710",154,760,1142,12,25,10,2,0,0
"SPY49_RS00715",1216,1294,1387,3,12,7,0,0,4
"SPY49_RS00720",690,668,554,3,6,3,0,0,0
"SPY49_RS00725",1986,2170,1889,12,30,16,1,1,4
"SPY49_RS00730",7,27,35,0,0,0,0,0,0
"SPY49_RS00735",3587,1949,1427,61,166,65,8,9,24
"dusB",5772,2087,1419,107,275,89,17,17,15
"hslO",4621,1161,1040,77,149,53,3,8,16
"SPY49_RS00750",678,615,476,116,183,51,7,6,9
"SPY49_RS00755",1463,3729,2729,64,54,17,7,3,9
"lepB_1",182,210,124,9,11,7,0,4,2
"SPY49_RS00765",667,1028,635,24,31,13,8,2,5
"srtB",513,1163,697,11,19,13,4,0,5
"SPY49_RS00775",526,921,630,20,37,5,3,2,3
"SPY49_RS00780",4175,3416,3841,108,189,58,11,14,12
"SPY49_RS00785",38516,43737,32293,1336,2521,890,139,180,204
"SPY49_RS00790",280,315,579,17,44,9,3,1,7
"SPY49_RS00795",4,8,3,7,10,10,3,2,1
"SPY49_RS00800",386,373,312,24,49,12,4,0,6
"SPY49_RS00805",9,11,5,12,14,25,1,2,12
"SPY49_RS00810",15,7,5,7,9,23,3,1,4
"SPY49_RS00815",20,8,11,7,6,18,2,0,4
"SPY49_RS00820",2073,4412,6243,28,72,20,7,3,6
"SPY49_RS00825",161,114,60,3,8,3,0,0,1
"SPY49_RS00830",440,326,193,5,16,14,4,1,10
"SPY49_RS00835",25,37,22,1,1,2,0,1,3
"SPY49_RS00840",157,90,56,10,16,13,5,1,6
"SPY49_RS00845",44,8,3,1,4,1,0,1,1
"SPY49_RS00850",77,7,9,7,8,3,0,0,2
"SPY49_RS00855",126,18,16,5,11,4,2,1,1
"SPY49_RS00860",42,6,2,2,2,3,0,2,1
"SPY49_RS00865",136,31,19,8,29,21,1,0,3
"SPY49_RS00870",147,31,30,12,31,23,0,2,2
"SPY49_RS00875",54,84,81,3,8,2,0,2,3
"SPY49_RS00880",5901,3060,2084,66,118,35,6,4,9
"SPY49_RS00885",2673,1989,1887,29,38,17,8,0,4
"SPY49_RS00890",15481,5809,3913,214,415,138,15,22,34
"SPY49_RS00895",16335,12315,12053,198,399,160,28,25,25
"nusG",3258,10863,9903,45,95,40,3,5,4
"nga",44,41,53,8,16,6,1,0,0
"SPY49_RS00910",20,33,26,4,4,2,0,0,0
"slo",99,137,131,17,20,8,1,3,5
"SPY49_RS00920",0,0,0,0,0,0,0,0,0
"SPY49_RS00925",0,8,21,0,0,0,0,0,0
"SPY49_RS09555",112,1366,2277,3,2,0,0,0,1
"SPY49_RS00930",4,3,9,0,1,0,0,1,0
"SPY49_RS00935",4838,11166,12292,91,174,57,12,16,16
"SPY49_RS00940",15541,7602,5674,226,560,202,39,35,40
"SPY49_RS00945",43,10,12,18,23,9,5,2,8
"SPY49_RS00950",5,3,2,4,7,3,0,0,3
"SPY49_RS00955",17,8,6,8,13,2,0,3,0
"SPY49_RS00960",18,3,3,2,11,8,5,0,4
"SPY49_RS00965",18,4,6,4,18,9,1,0,10
"SPY49_RS00970",23,7,2,9,14,17,2,2,7
"SPY49_RS00975",1250,2766,2060,44,75,24,12,3,8
"ulaG",598,947,970,36,97,40,6,1,26
"SPY49_RS00985",6410,1718,1552,2010,3336,1359,170,238,207
"SPY49_RS00990",12067,4706,3617,3292,5169,2420,288,431,293
"polA",18566,4862,3451,235,400,165,33,29,25
"SPY49_RS01000",4896,4500,5210,54,156,72,5,9,10
"perR",9201,6586,8854,109,232,74,21,13,27
"SPY49_RS01010",3152,1975,2499,45,91,28,9,2,6
"SPY49_RS01015",8290,15646,13341,100,224,77,12,20,27
"SPY49_RS01020",5292,19714,12653,102,197,62,8,10,19
"SPY49_RS09445",24,17,15,0,0,0,0,0,0
"SPY49_RS09450",872,1010,805,8,39,9,4,5,2
"SPY49_RS01050",530,306,159,19,178,59,10,1,17
"SPY49_RS01055",68,31,83,2,14,16,1,0,0
"SPY49_RS01060",219,140,129,10,14,8,0,0,0
"SPY49_RS01070",7542,11369,13174,102,171,57,20,8,29
"tgt",7075,6218,3530,85,273,65,11,16,16
"SPY49_RS09075",187,343,314,1,18,5,1,2,1
"SPY49_RS01080",313,516,598,10,27,4,0,4,2
"SPY49_RS01085",3672,997,986,36,69,26,5,4,4
"SPY49_RS01090",1931,496,419,15,40,13,12,0,2
"SPY49_RS01095",568,716,507,12,12,14,3,0,3
"ffs",289,466,338,0,4,1,0,0,0
"speG",501,888,637,19,14,4,0,0,0
"SPY49_RS01105",12283,17411,10779,96,318,97,29,11,33
"SPY49_RS01110",404,1036,1412,8,28,3,2,2,3
"SPY49_RS01115",1148,2095,2273,26,80,30,3,1,9
"galU",14941,6127,3629,146,271,122,16,31,28
"SPY49_RS01125",15547,6441,5086,124,277,122,14,23,31
"SPY49_RS01130",783,2842,2733,82,218,37,7,11,22
"SPY49_RS01135",2384,2494,2094,258,742,127,25,30,50
"SPY49_RS01140",2675,3128,2914,335,1038,242,33,57,66
"SPY49_RS01145",1568,1265,876,17,46,15,0,6,3
"SPY49_RS01150",2440,1985,1652,26,50,17,9,1,3
"radA",6127,3035,2095,76,122,49,9,13,5
"SPY49_RS01160",3487,2405,1959,39,44,25,1,7,10
"SPY49_RS01165",1717,6103,6667,25,46,11,1,3,6
"SPY49_RS01170",9118,13542,9912,127,254,80,15,22,32
"SPY49_RS01175",1122,2842,2901,35,59,26,3,13,4
"SPY49_RS01180",1061,2683,2916,28,86,19,2,4,6
"SPY49_RS01185",613,1930,2164,22,48,14,4,1,6
"rnpA",3097,2501,2362,39,63,27,2,8,7
"SPY49_RS01195",6347,3482,2827,119,153,84,20,11,20
"SPY49_RS01200",7785,5071,4160,113,181,91,16,19,23
"rpmH",3736,21699,14211,47,97,50,11,5,6
"SPY49_RS01210",792,495,342,52,233,58,11,13,5
"SPY49_RS01215",1570,268,213,128,334,108,14,12,18
"SPY49_RS01220",664,109,86,40,90,27,8,7,7
"SPY49_RS01225",537,73,52,41,73,24,8,5,5
"SPY49_RS01230",324,45,31,25,62,15,6,6,5
"SPY49_RS01235",400,39,26,25,109,46,6,8,8
"SPY49_RS01240",261,88,51,32,96,31,8,5,20
"SPY49_RS01245",2025,1602,2197,40,76,15,2,4,9
"SPY49_RS01250",3371,585,421,33,61,27,5,3,3
"rnmV",3189,681,444,30,66,33,3,1,3
"rsmA",4449,3159,3296,55,129,42,4,12,11
"rsgA",9557,2459,1878,173,296,119,20,22,16
"SPY49_RS01270",5213,1422,1101,70,196,55,7,11,18
"SPY49_RS01275",5008,571,411,75,166,41,12,9,11
"SPY49_RS01280",11764,1557,1267,162,328,120,17,17,22
"SPY49_RS01285",9204,3525,2475,149,245,69,17,19,28
"purR",6510,3009,3213,155,217,105,13,6,17
"SPY49_RS01295",54449,20281,17472,794,1760,684,124,118,196
"rpsL",26737,11817,5606,440,1310,388,65,74,39
"rpsG",21973,18895,10294,363,1024,301,75,65,55
"fusA",106225,64032,39147,1294,3180,1161,222,231,253
"gap",139374,252385,139388,2192,3369,1503,347,274,614
"SPY49_RS09460",23,43,38,11,95,73,8,1,11
"SPY49_RS01320",2869,1820,1725,38,143,46,10,9,4
"SPY49_RS01325",5684,2566,1886,57,192,48,17,5,14
"SPY49_RS01330",5220,2275,1372,52,141,37,16,7,4
"SPY49_RS01335",3185,1210,714,15,57,28,7,7,2
"mecA",3429,3727,2770,66,111,36,5,9,8
"SPY49_RS01345",3957,6598,5146,90,147,50,17,9,9
"sufC",5533,3324,3158,97,233,73,10,11,19
"sufD",6395,2091,1533,125,352,90,15,22,12
"SPY49_RS01360",5306,1710,1253,138,423,108,16,16,16
"SPY49_RS01365",1738,642,432,91,183,50,5,8,7
"sufB",4568,3769,3620,156,357,103,10,23,19
"SPY49_RS01375",2170,2017,1345,29,50,26,7,7,10
"pbp3_1",2576,2664,2604,34,54,21,4,3,3
"SPY49_RS01385",37311,12293,8914,566,1280,410,115,106,137
"SPY49_RS01390",14001,2565,2082,234,584,193,48,27,62
"SPY49_RS01395",7356,2022,1856,158,403,123,35,14,42
"SPY49_RS01400",11056,2972,2335,242,621,179,64,62,65
"SPY49_RS01405",10738,4344,3159,232,561,176,37,44,75
"SPY49_RS01410",16,11,10,0,0,0,0,0,0
"SPY49_RS01415",1374,4707,7813,699,7939,1517,0,553,32
"SPY49_RS01420",54,28,20,0,0,0,0,0,0
"SPY49_RS01425",73,0,0,0,38,0,0,0,0
"rrf_4",202,157,109,2,2,0,0,0,0
"SPY49_RS01435",24,24,16,0,0,0,0,0,0
"SPY49_RS01440",3,1,1,0,0,0,0,0,0
"SPY49_RS01445",19,45,39,1,0,0,0,0,0
"SPY49_RS01450",3776,4512,5674,62,72,34,4,5,6
"yqeH",8000,4652,5753,92,157,55,15,15,12
"yhbY",3046,1408,1362,39,65,32,5,6,9
"SPY49_RS01465",4215,2276,1649,51,90,34,5,6,17
"yqeK",2455,2248,1721,41,71,37,4,3,6
"rsfS",1410,1888,1371,33,54,22,4,1,7
"SPY49_RS01480",843,991,746,26,40,14,3,0,5
"SPY49_RS01485",1661,2186,2140,44,54,19,1,1,4
"SPY49_RS01490",3257,20089,14340,41,91,38,11,8,16
"SPY49_RS01495",12204,9650,7450,147,201,118,15,15,27
"SPY49_RS01500",1240,1522,1637,42,81,38,9,5,10
"SPY49_RS01505",1711,1866,1716,96,144,79,20,9,9
"SPY49_RS01510",742,1171,1330,47,103,30,4,11,8
"brnQ",1035,2545,1508,244,529,120,38,38,44
"sstT",3080,11599,13069,251,549,169,37,48,81
"SPY49_RS01525",4276,7537,7709,56,91,40,10,2,2
"SPY49_RS01530",6681,4196,2722,68,151,61,12,10,13
"rsmG",2444,2693,4222,26,44,7,4,0,9
"SPY49_RS01540",14201,25567,25121,76,153,52,6,16,11
"htpX",16883,23016,25088,99,170,62,3,12,25
"SPY49_RS01550",2789,1649,1344,16,36,15,5,3,4
"covR",15630,27895,26230,268,444,159,38,42,45
"covS",6503,5517,4082,143,298,107,16,18,16
"nrdR",2081,1655,1697,50,80,32,3,6,6
"SPY49_RS01570",4485,3095,2468,100,161,53,12,8,15
"dnaI",5315,3841,3699,108,224,67,9,7,16
"der",12258,9999,10020,224,476,180,24,25,45
"SPY49_RS01585",8137,7363,8052,140,357,108,16,19,24
"SPY49_RS01590",11758,23285,17860,205,411,158,23,32,33
"SPY49_RS01595",13520,9238,8506,275,504,196,28,29,44
"SPY49_RS01600",2419,1060,716,52,106,36,4,9,9
"mltG",12782,20475,21495,262,651,208,24,44,75
"greA",1773,4534,5382,44,77,28,4,2,7
"yidC",19418,10302,8194,211,341,137,24,19,33
"SPY49_RS01620",2773,3794,2477,26,38,11,0,6,3
"SPY49_RS01625",2556,2606,3203,35,58,18,1,4,4
"SPY49_RS01630",8091,8054,7541,115,197,75,10,16,21
"SPY49_RS01635",8216,9547,8586,113,196,69,12,22,20
"SPY49_RS01640",3125,6340,4716,25,55,35,2,7,5
"racE",4163,1706,2049,47,87,18,7,4,8
"SPY49_RS01650",4930,1406,1139,60,138,26,1,6,11
"SPY49_RS01655",2214,985,825,32,63,20,5,1,3
"SPY49_RS01660",1617,798,736,20,46,12,3,1,4
"xerD",2315,1401,1159,24,51,9,1,5,5
"SPY49_RS01670",3438,1691,1710,40,77,38,1,4,7
"SPY49_RS01675",3207,1637,1451,32,75,21,2,6,8
"SPY49_RS01680",2681,1346,745,28,58,13,2,4,3
"yidD",895,677,404,10,10,3,0,0,1
"SPY49_RS01690",2399,2631,3851,14,52,7,2,0,2
"SPY49_RS01695",1167,2238,1560,25,39,17,2,6,7
"SPY49_RS01700",2577,9191,7170,37,61,19,4,3,2
"SPY49_RS01705",3047,1859,1563,31,96,35,8,10,6
"SPY49_RS01710",1941,780,673,34,70,21,4,6,2
"SPY49_RS01715",8924,6007,4951,112,197,54,13,14,19
"pflA",8556,21654,19219,64,106,26,5,2,8
"SPY49_RS01725",16190,23737,15500,168,332,123,40,25,27
"SPY49_RS01730",1226,2153,2522,19,31,15,10,5,6
"SPY49_RS01735",180,330,271,10,24,1,0,2,2
"SPY49_RS01740",292,322,208,7,25,5,2,2,4
"SPY49_RS01745",304,387,244,4,22,6,1,0,2
"SPY49_RS01750",224,224,231,5,19,10,1,6,4
"SPY49_RS01755",5229,5658,3940,39,100,39,9,9,14
"SPY49_RS01760",7341,7857,5289,106,178,63,23,14,11
"upp",5326,5401,4111,40,75,24,5,9,10
"SPY49_RS01770",15817,18840,22718,495,900,355,53,61,101
"SPY49_RS01775",2014,4136,4023,32,50,18,6,5,9
"SPY49_RS01780",2741,1403,1260,41,105,23,6,9,10
"SPY49_RS01785",3623,2183,2072,61,149,42,7,4,15
"SPY49_RS09465",653,428,359,19,36,8,1,1,0
"yabA",1993,1510,1151,31,55,18,1,5,11
"rsmI",5859,4175,4380,92,203,68,14,11,29
"SPY49_RS01805",1643,2032,2290,19,41,19,2,2,11
"SPY49_RS01810",1067,1346,1126,9,18,6,1,2,1
"SPY49_RS01815",688,1680,1694,15,29,8,2,1,3
"SPY49_RS01820",5849,5265,4935,47,88,37,10,8,9
"lctO",5925,3435,2251,694,1259,346,96,58,128
"scpC",2147,118,81,201,376,116,16,27,13
"SPY49_RS01840",420,388,296,4,50,4,0,1,2
"metG",10014,5553,3569,164,474,166,33,31,24
"nrdF_1",226,135,45,39,148,53,11,11,10
"nrdI_1",83,15,15,8,77,34,2,1,0
"nrdE_1",641,277,107,79,527,222,29,22,29
"SPY49_RS01865",453,635,683,36,82,30,6,5,12
"SPY49_RS09470",311,1417,1140,5,1,6,0,0,1
"SPY49_RS01875",35,22,40,0,1,1,0,0,0
"SPY49_RS08990",164,222,171,15,12,3,0,0,0
"SPY49_RS01890",8,40,63,1,3,0,0,0,1
"SPY49_RS01895",10055,5525,3328,153,238,107,14,15,25
"SPY49_RS01900",41,55,84,1,0,2,0,0,0
"SPY49_RS01905",1306,5907,2562,10,7,4,5,1,2
"SPY49_RS01910",27,238,107,0,0,2,1,0,0
"SPY49_RS01915",63,232,215,0,3,0,0,0,2
"SPY49_RS01920",144,529,576,1,7,2,0,0,0
"SPY49_RS01925",80,213,241,0,1,1,0,0,0
"SPY49_RS01930",74,140,204,3,0,0,0,0,1
"SPY49_RS01935",15,12,20,3,1,0,0,0,0
"SPY49_RS01940",8,12,22,0,2,0,0,0,1
"SPY49_RS01945",28,32,29,0,2,0,0,0,0
"SPY49_RS09105",28,61,29,1,2,0,1,0,0
"SPY49_RS01950",29,40,58,2,4,1,0,0,0
"SPY49_RS09110",22,35,28,0,0,1,0,0,0
"SPY49_RS01960",121,54,59,4,4,0,1,1,1
"SPY49_RS01965",44,11,13,1,0,0,2,0,0
"SPY49_RS09560",6,1,1,0,1,0,0,0,0
"SPY49_RS01970",4,0,1,4,0,0,0,0,0
"SPY49_RS01975",8,2,9,0,1,1,0,0,0
"SPY49_RS01985",4,1,2,0,0,0,0,0,0
"SPY49_RS01990",16,7,14,2,2,1,0,0,0
"SPY49_RS01995",15,12,11,0,1,0,0,0,2
"SPY49_RS09475",874,743,620,37,29,3,7,1,8
"SPY49_RS02005",4302,2562,2341,131,199,77,8,11,14
"SPY49_RS02010",2676,1871,1525,39,97,28,3,5,6
"SPY49_RS02015",5704,3119,2817,85,167,49,5,12,9
"SPY49_RS02020",12871,10377,8033,189,390,125,18,33,32
"SPY49_RS02025",1278,1205,738,70,147,35,3,4,7
"glmU",12576,8150,7223,132,250,85,17,14,22
"SPY49_RS02035",4628,1913,1569,63,110,31,5,9,8
"macP",2018,930,743,26,49,19,7,7,2
"SPY49_RS02045",8412,6743,5421,99,251,71,16,17,27
"SPY49_RS02050",6239,5746,5316,66,145,45,16,6,15
"SPY49_RS02055",10227,7936,5634,137,212,136,23,12,30
"SPY49_RS02060",27024,78836,91623,238,591,226,65,49,110
"SPY49_RS02065",4572,5559,2904,49,124,46,6,7,13
"SPY49_RS02070",6344,15241,8754,47,188,40,10,13,42
"SPY49_RS02075",5090,5322,4742,41,57,38,12,15,19
"SPY49_RS02080",9280,8064,6561,77,146,54,10,8,15
"SPY49_RS02085",1419,6954,3320,23,37,10,4,0,3
"rplK",21953,38729,36543,324,585,260,50,57,81
"rplA",25927,69194,59238,496,958,297,49,71,136
"SPY49_RS02100",6753,3064,3136,64,138,51,6,16,10
"frr",8829,10273,7212,47,159,64,15,10,24
"SPY49_RS02110",4669,2972,2344,33,80,25,9,1,4
"msrA",1659,716,750,30,145,47,5,5,3
"SPY49_RS02120",482,291,303,9,46,12,1,0,3
"SPY49_RS02125",17526,5871,4918,338,703,260,58,38,48
"SPY49_RS02130",30277,17844,16493,511,815,504,71,74,181
"SPY49_RS02135",3939,2775,2032,18,72,22,4,2,4
"SPY49_RS02140",2248,841,516,17,27,18,4,3,16
"ybeY",2811,3961,3524,20,53,18,2,5,4
"SPY49_RS02150",1646,2531,2465,13,32,15,11,1,3
"era",5638,5910,5356,94,120,63,14,14,7
"SPY49_RS02160",2995,3892,3070,39,67,18,3,5,12
"SPY49_RS02165",110,346,251,4,14,3,0,1,2
"SPY49_RS02170",47,131,100,4,7,0,0,0,0
"SPY49_RS09120",179,344,359,0,5,4,0,0,0
"SPY49_RS02185",140,146,87,4,10,2,1,0,0
"SPY49_RS02190",14,7,8,0,1,2,0,0,0
"SPY49_RS02205",46,216,71,2,2,0,0,0,0
"SPY49_RS02210",96,77,58,11,16,8,1,2,1
"SPY49_RS02215",42,48,35,2,3,6,1,0,1
"stcA",23,28,35,25,211,93,25,9,33
"shp2",0,5,4,0,16,5,2,1,2
"rgg2",673,978,877,17,41,6,2,0,1
"mutM",634,292,229,11,23,5,0,1,4
"SPY49_RS02240",691,298,211,15,34,11,1,1,4
"SPY49_RS02245",8790,3906,3105,272,482,165,31,24,24
"SPY49_RS02250",6290,4032,3419,170,311,95,18,19,29
"rpmG_1",460,336,256,15,29,5,1,1,3
"secG",1991,6686,4392,38,80,21,4,5,18
"rnr",5935,3836,2954,230,350,137,30,28,25
"smpB",773,513,459,32,54,18,0,3,3
